========================================
 Exported from Brekel Pro Face 2 v2.23
========================================
File format version:		1.0
Machinename:				ssc-6430b
Licensed to:				 Erin Heerey
Export date/time:			27/04/2017 17:46:40
Number of frames:			12175

==========
 Face: 1
==========
timestamp	isTracked	bodyId	neckPosX	neckPosY	neckPosZ	neckRotX	neckRotY	neckRotZ	headPosX	headPosY	headPosZ	headRotX	headRotY	headRotZ	Brow_Up_L	Brow_Up_R	Brow_Down_L	Brow_Down_R	Eye_Closed_L	Eye_Closed_R	Cheek_Puffed_L	Cheek_Puffed_R	Lips_Pucker	Lips_Stretch_L	Lips_Stretch_R	Lip_Lower_Down_L	Lip_Lower_Down_R	Smile_L	Smile_R	Frown_L	Frown_R	Jaw_L	Jaw_R	Jaw_Open
0.93333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
0.96667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.00000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.03333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.06667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.10000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.13333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.16667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.20000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.23333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.26667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.30000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.33333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.36667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.40000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.43333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.46667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.50000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.53333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.56667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.60000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.63333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.66667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.70000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.73333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.76667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.80000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.83333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.86667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.90000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.93333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
1.96667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.00000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.03333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.06667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.10000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.13333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.16667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.20000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.23333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.26667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.30000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.33333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.36667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.40000	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.43333	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
2.46667	1	4	5.22094	0.01958	-92.75241	-4.35817	-1.14921	-4.22199	0.69440	10.63918	2.12899	-0.36908	-5.16043	8.62515	4.47143	10.53181	0.01463	0.00650	18.15482	14.59902	13.67314	4.82033	14.51607	12.41791	5.06033	4.73493	4.24128	11.94320	14.99340	1.33520	2.25058	10.26478	0.00000	5.48969	
